,English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
7222,mesa,mesa,0,0,0,0,0,0,0,0,0,0
7223,paltry,meschino,0,0,0,0,0,0,0,0,0,0
7224,petty,meschino,0,1,0,0,0,0,0,0,0,0
7225,blending,mescolanza,0,0,0,0,0,0,0,0,0,0
7226,mix,mescolare,0,0,0,0,0,0,0,0,0,0
7227,shuffle,mescolare,0,0,0,0,0,0,0,0,0,0
7228,mingle,mescolarsi,0,0,0,0,0,0,0,0,0,0
7229,mingled,mescolato,0,0,0,0,0,0,0,0,0,0
7230,month,mese,0,0,0,0,0,0,0,0,0,0
7231,messenger,messaggero,0,0,0,0,0,0,0,0,0,1
7232,message,messaggio,0,0,0,0,0,0,0,0,0,0
7233,craft,mestiere,1,0,0,0,0,0,0,0,0,0
7234,ladle,mestolo,0,0,0,0,0,0,0,0,0,0
7235,menstrual,mestruale,0,0,0,0,0,0,0,0,0,0
7236,menses,mestruazioni,1,0,0,0,0,0,0,0,0,0
7237,metabolism,metabolismo,0,0,0,0,0,0,0,0,0,0
7238,metaphysics,metafisica,0,0,0,0,0,0,0,0,0,0
7239,metaphysical,metafisico,0,0,0,0,0,0,0,0,0,0
7240,metaphor,metafora,0,0,0,0,0,0,0,0,0,0
7241,metal,metallo,0,0,0,0,0,0,0,0,0,0
7242,metallurgy,metallurgia,0,0,0,0,0,0,0,0,0,0
7243,metamorphosis,metamorfosi,0,0,0,0,0,0,0,0,0,0
7244,methanol,metanolo,0,1,0,0,0,0,0,0,0,0
7245,metastasis,metastasi,0,1,0,0,0,0,0,0,0,0
7246,meteor,meteora,0,0,0,0,0,0,0,0,0,0
7247,meteoric,meteorico,0,0,0,0,0,0,0,0,0,0
7248,meteorite,meteorite,0,0,0,0,0,0,0,0,0,0
7249,meteorology,meteorologia,0,0,0,0,0,0,0,0,0,0
7250,meteorological,meteorologico,0,0,0,0,0,0,0,0,0,0
7251,meticulous,meticoloso,0,0,0,0,0,0,0,0,0,0
7252,methodical,metodico,0,0,0,0,0,0,0,0,0,0
7253,method,metodo,0,0,0,0,0,0,0,0,0,0
7254,metric,metrico,0,0,0,0,0,0,0,0,0,0
7255,metrical,metrico,0,0,0,0,0,0,0,0,0,0
7256,meter,metro,0,0,0,0,0,0,0,0,0,0
7257,metrology,metrologia,0,0,0,0,0,0,0,0,0,0
7258,metropolis,metropoli,0,0,0,0,0,0,0,0,0,0
7259,subway,metropolitana,0,0,0,0,0,0,0,0,0,0
7260,underground,metropolitana,0,0,0,0,0,0,0,0,0,0
7261,metropolitan,metropolitano,1,0,0,0,0,0,0,0,0,0
7262,put,mettere,0,0,0,0,0,0,0,0,0,0
7263,jeopardize,mettere a repentaglio,0,1,1,0,0,1,0,0,0,0
7264,burke,mettere a tacere,0,1,1,0,1,1,0,1,0,0
7265,endanger,mettere in pericolo,0,1,0,1,0,1,0,0,0,0
7266,midsummer,mezza estate,0,0,0,0,0,0,0,0,0,0
7267,crescent,mezzaluna,0,0,0,0,0,0,0,0,0,0
7268,pimp,mezzano,0,1,0,0,0,0,0,0,0,0
7269,midnight,mezzanotte,0,0,0,0,0,0,0,0,0,0
7270,means,mezzi,0,0,0,0,0,0,0,0,0,0
7271,livelihood,mezzi di sussistenza,0,0,0,0,0,0,0,0,0,0
7272,half,mezzo,0,0,0,0,0,0,0,0,0,0
7273,middle,mezzo,0,0,0,0,0,0,0,0,0,0
7274,midst,mezzo,0,0,0,0,0,0,0,0,0,0
7275,midday,mezzogiorno,0,0,0,0,0,0,0,0,0,0
7276,noon,mezzogiorno,0,0,0,0,0,0,0,0,0,0
7277,mew,miagolio,0,0,0,0,0,0,0,0,0,0
7278,meow,Miao,0,0,0,0,0,0,0,0,0,0
7279,mica,mica,0,0,0,0,0,0,0,0,0,0
7280,puss,micio,0,0,0,0,0,0,0,0,0,0
7281,pussy,micio,0,0,0,0,0,0,0,0,0,0
7282,pussycat,micio,0,0,0,0,0,0,0,0,0,0
7283,mick,mick,0,0,0,0,0,0,0,0,0,0
7284,microbiology,microbiologia,0,0,0,0,0,0,0,0,0,0
7285,microbe,microbo,0,0,0,0,0,0,0,0,0,0
7286,microcosm,microcosmo,0,0,0,0,0,0,0,0,0,0
7287,microphone,microfono,0,0,0,0,0,0,0,0,0,0
7288,mike,microfono,0,0,0,0,0,0,0,0,0,0
7289,microgram,microgrammi,0,0,0,0,0,0,0,0,0,0
7290,micrometer,micrometro,0,0,0,0,0,0,0,0,0,0
7291,micron,micron,0,0,0,0,0,0,0,0,0,0
7292,microscopy,microscopia,1,0,0,0,0,0,0,0,0,0
7293,microscopically,microscopicamente,0,0,0,0,0,0,0,0,0,0
7294,microscopic,microscopico,0,0,0,0,0,0,0,0,0,0
7295,microscope,microscopio,0,0,0,0,0,0,0,0,0,1
7296,midland,midland,0,0,0,0,0,0,0,0,0,0
7297,marrow,midollo,1,0,0,0,0,0,1,0,0,1
7298,honey,miele,1,0,0,0,0,0,0,0,0,0
7299,mile,miglio,0,0,0,0,0,0,0,0,0,0
7300,betterment,miglioramento,1,0,0,0,0,0,0,0,0,0
7301,improvement,miglioramento,1,0,0,0,0,0,1,0,0,1
7302,improving,migliorando,1,0,0,0,0,0,0,0,0,0
7303,ameliorate,migliorare,1,0,0,0,0,0,0,0,0,0
7304,improve,migliorare,1,0,0,1,0,0,1,0,0,1
7305,improved,migliorato,1,0,0,0,0,0,0,0,0,0
7306,migrate,migrare,0,0,0,0,0,0,0,0,0,0
7307,migratory,migratorio,0,0,0,0,0,0,0,0,0,0
7308,migration,migrazione,0,0,0,0,0,0,0,0,0,0
7309,billion,miliardo,0,0,0,0,0,0,0,0,0,0
7310,millionaire,milionario,0,0,0,0,0,0,0,0,0,0
7311,million,milione,0,0,0,0,0,0,0,0,0,0
7312,militant,militante,0,0,0,0,0,0,0,0,0,0
7313,military,militare,0,0,0,0,0,1,0,0,0,0
7314,militia,milizia,0,1,1,0,0,1,0,1,0,0
7315,thousand,mille,0,0,0,0,0,0,0,0,0,0
7316,millennium,millennio,0,0,0,0,0,0,0,0,0,0
7317,milligram,milligrammo,0,0,0,0,0,0,0,0,0,0
7318,millimeter,millimetro,0,0,0,0,0,0,0,0,0,0
7319,spleen,milza,0,0,0,0,0,0,0,0,0,0
7320,mimic,mimare,0,0,0,0,0,0,0,0,0,0
7321,camouflaged,mimetizzato,0,0,0,0,0,0,0,0,1,0
7322,menace,minaccia,0,1,1,0,0,1,0,0,0,0
7323,threat,minaccia,0,1,1,0,0,1,0,0,0,0
7324,threaten,minacciare,0,1,1,1,0,1,0,0,0,0
7325,menacing,minaccioso,0,1,1,0,0,1,0,0,0,0
7326,miner,minatore,0,0,0,0,0,0,0,0,0,0
7327,mineral,minerale,0,0,0,0,0,0,0,0,0,0
7328,ore,minerale,0,0,0,0,0,0,0,0,0,0
7329,miniature,miniatura,0,0,0,0,0,0,0,0,0,0
7330,minibus,minibus,0,0,0,0,0,0,0,0,0,0
7331,minimize,minimizzare,0,1,0,0,0,0,0,0,0,0
7332,minimum,minimo,0,1,0,0,0,0,0,0,0,0
7333,ministerial,ministeriale,0,0,0,0,0,0,0,0,0,0
7334,ministry,ministero,1,0,0,0,0,0,1,0,0,1
7335,minister,ministro,0,0,0,0,0,0,0,0,0,0
7336,minivan,minivan,0,0,0,0,0,0,0,0,0,0
7337,minority,minoranza,0,1,0,0,0,0,0,0,0,0
7338,lesser,minore,0,1,0,0,1,0,0,0,0,0
7339,lowest,minore,0,1,0,0,0,0,0,1,0,0
7340,smaller,minore,0,0,0,0,0,0,0,0,0,0
7341,minor,minore,0,0,0,0,0,0,0,0,0,0
7342,wee,minuscolo,0,0,0,0,0,0,0,0,0,0
7343,minuscule,minuscolo,0,0,0,0,0,0,0,0,0,0
7344,minute,minuto,0,0,0,0,0,0,0,0,0,0
7345,minutiae,minuzia,0,0,0,0,0,0,0,0,0,0
7346,myopia,miopia,0,1,1,0,0,0,0,1,0,0
7347,mir,mir,0,0,0,0,0,0,0,0,0,0
7348,miracle,miracolo,1,0,0,1,0,0,1,0,1,1
7349,miraculous,miracoloso,1,0,0,0,0,0,1,0,1,0
7350,mirage,miraggio,0,0,0,0,0,0,0,0,0,0
7351,admixture,miscela,0,0,0,0,0,0,0,0,0,0
7352,blend,miscela,0,0,0,0,0,0,0,0,0,0
7353,mixture,miscela,0,0,0,0,0,0,0,0,0,0
7354,miscellany,miscellanea,0,0,0,0,0,0,0,0,0,0
7355,fray,mischia,0,1,0,0,0,0,0,0,0,0
7356,melee,mischia,0,1,0,0,0,1,0,0,0,0
7357,concoction,miscuglio,0,0,0,0,0,0,0,0,0,0
7358,medley,miscuglio,1,0,0,0,0,0,0,0,0,0
7359,miserable,miserabile,0,1,1,0,1,0,0,1,0,0
7360,miserably,miseramente,0,1,0,0,0,0,0,1,0,0
7361,misery,miseria,0,1,1,0,1,1,0,1,0,0
7362,merciful,misericordioso,1,0,0,0,0,0,0,0,0,0
7363,malfeasance,misfatto,0,1,0,0,1,0,0,0,0,0
7364,misplace,misplace,0,1,1,0,1,0,0,0,0,0
7365,missile,missile,0,0,0,0,0,1,0,0,0,0
7366,missionary,missionario,1,0,0,0,0,0,0,0,0,0
7367,mission,missione,0,0,0,0,0,0,0,0,0,0
7368,cryptic,misterioso,0,0,0,0,0,0,0,0,0,0
7369,mysterious,misterioso,0,0,0,1,0,1,0,0,1,0
7370,mystery,mistero,0,0,0,1,0,0,0,0,1,0
7371,mysticism,misticismo,0,0,0,0,0,0,0,0,0,0
7372,mystic,mistico,0,0,0,0,0,0,0,0,1,0
7373,mystical,mistico,0,0,0,0,0,0,0,0,0,0
7374,mixed,misto,0,0,0,0,0,0,0,0,0,0
7375,bounds,misura,0,0,0,0,0,0,0,0,0,0
7376,gauging,misura,0,0,0,0,0,0,0,0,0,1
7377,measurable,misurabile,0,0,0,0,0,0,0,0,0,0
7378,measure,misurare,0,0,0,0,0,0,0,0,0,1
7379,measured,misurato,1,0,0,0,0,0,0,0,0,1
7380,measurement,misurazione,0,0,0,0,0,0,0,0,0,0
7381,measuring,misurazione,0,0,0,0,0,0,0,0,0,0
7382,meek,mite,0,0,0,0,0,0,0,1,0,0
7383,legendary,mitico,1,0,0,0,0,0,0,0,0,0
7384,mythical,mitico,0,0,0,0,0,0,0,0,0,0
7385,assuage,mitigare,1,0,0,0,0,0,0,0,0,0
7386,mitigation,mitigazione,0,0,0,0,0,0,0,0,0,0
7387,myth,mito,0,0,0,0,0,0,0,0,0,0
7388,miter,mitra,0,0,0,0,0,0,0,0,0,0
7389,mobile,mobile,0,0,0,1,0,0,0,0,0,0
7390,movable,mobile,1,0,0,0,0,0,0,0,0,0
7391,mobility,mobilità,0,0,0,0,0,0,0,0,0,0
7392,mobilize,mobilizzare,0,0,0,0,0,0,0,0,0,0
7393,mobilization,mobilizzazione,0,0,0,0,0,0,0,0,0,0
7394,loafer,mocassino,0,1,0,0,0,0,0,0,0,0
7395,fashion,moda,0,0,0,0,0,0,0,0,0,0
7396,modal,modale,0,0,0,0,0,0,0,0,0,0
7397,modality,modalità,0,0,0,0,0,0,0,0,0,0
7398,molding,modanatura,0,0,0,0,0,0,0,0,0,0
7399,molded,modellato,0,0,0,0,0,0,0,0,0,0
7400,modeler,modellatore,0,0,0,0,0,0,0,0,0,0
7401,model,modello,1,0,0,0,0,0,0,0,0,0
7402,pattern,modello,0,0,0,0,0,0,0,0,0,0
7403,moderately,moderatamente,0,0,0,0,0,0,0,0,0,0
7404,moderate,moderato,1,0,0,0,0,0,0,0,0,0
7405,moderator,moderatore,1,0,0,0,0,0,0,0,0,1
7406,moderation,moderazione,0,0,0,0,0,0,0,0,0,0
7407,restraint,moderazione,1,0,0,0,0,0,0,0,0,0
7408,modernism,modernismo,0,0,0,0,0,0,0,0,0,0
7409,modern,moderno,0,0,0,0,0,0,0,0,0,0
7410,modesty,modestia,1,0,0,0,0,0,0,0,0,0
7411,modest,modesto,1,0,0,0,0,0,0,0,0,1
7412,edit,modifica,0,0,0,0,0,0,0,0,0,0
7413,modification,modifica,0,0,0,0,0,0,0,0,0,0
7414,modifiable,modificabile,0,0,0,0,0,0,0,0,0,0
7415,modify,modificare,0,0,0,0,0,0,0,0,1,0
7416,modified,modificato,0,0,0,0,0,0,0,0,0,0
7417,manner,modo,0,0,0,0,0,0,0,0,0,0
7418,mode,modo,0,0,0,0,0,0,0,0,0,0
7419,modulate,modulare,0,0,0,0,0,0,0,0,0,0
7420,modulation,modulazione,0,0,0,0,0,0,0,0,0,0
7421,form,modulo,0,0,0,0,0,0,0,0,0,0
7422,module,modulo,0,0,0,0,0,0,0,0,0,0
7423,modulus,modulo,0,0,0,0,0,0,0,0,0,0
7424,wife,moglie,0,0,0,0,0,0,0,0,0,0
7425,molar,molare,0,0,0,0,0,0,0,0,0,0
7426,molecule,molecola,0,0,0,0,0,0,0,0,0,0
7427,molecular,molecolare,0,0,0,0,0,0,0,0,0,0
7428,harass,molestare,0,1,1,0,1,0,0,0,0,0
7429,molestation,molestia,0,1,1,0,1,1,0,1,0,0
7430,crumb,mollica,0,0,0,0,0,0,0,0,0,0
7431,clam,mollusco,0,0,0,0,0,0,0,0,0,0
7432,shellfish,mollusco,0,0,0,0,0,0,0,0,0,0
7433,jetty,molo,0,0,0,0,0,0,0,0,0,0
7434,pier,molo,0,0,0,0,0,0,0,0,0,0
7435,manifold,molteplice,0,0,0,0,0,0,0,0,0,0
7436,multiply,moltiplicare,0,0,0,0,0,0,0,0,0,0
7437,multiplication,moltiplicazione,0,0,0,0,0,0,0,0,0,0
7438,multitude,moltitudine,0,0,0,0,0,0,0,0,0,0
7439,greatly,molto,0,0,0,0,0,0,0,0,0,0
7440,momentary,momentaneo,0,0,0,0,0,0,0,0,0,0
7441,moment,momento,0,0,0,0,0,0,0,0,0,0
7442,monk,monaco,1,0,0,0,0,0,0,0,0,1
7443,monarch,monarca,0,0,0,0,0,0,0,0,0,0
7444,monarchy,monarchia,0,0,0,0,0,0,0,0,0,0
7445,monastery,monastero,0,0,0,0,0,0,0,0,0,0
7446,monastic,monastico,0,0,0,0,0,0,0,0,0,0
7447,stump,moncone,0,0,0,0,0,0,0,0,0,0
7448,mundane,mondano,0,0,0,0,0,0,0,0,0,0
7449,worldly,mondano,0,0,0,0,0,0,0,0,0,0
7450,world,mondo,0,0,0,0,0,0,0,0,0,0
7451,brat,monello,0,0,0,0,0,0,0,0,0,0
7452,coin,moneta,0,0,0,0,0,0,0,0,0,0
7453,monetary,monetario,1,0,0,1,0,0,0,0,0,0
7454,eyeglass,monocolo,0,0,0,0,0,0,0,0,0,0
7455,monochrome,monocromatico,0,1,0,0,1,0,0,0,0,0
7456,monogamy,monogamia,0,0,0,0,0,0,0,0,0,1
7457,monogram,monogramma,0,0,0,0,0,0,0,0,0,0
7458,monopoly,monopolio,0,0,0,0,0,0,0,0,0,0
7459,monopolist,monopolista,0,1,0,0,0,0,0,0,0,0
7460,monotony,monotonia,0,0,0,0,0,0,0,0,0,0
7461,monsoon,monsone,0,1,0,0,0,0,0,1,0,0
7462,assembly,montaggio,1,0,0,0,0,0,0,0,0,1
7463,mountain,montagna,0,0,0,1,0,0,0,0,0,0
7464,highland,montanaro,0,0,0,0,0,0,0,0,0,0
7465,hype,montatura,0,1,0,1,0,0,0,0,0,0
7466,mount,monte,0,0,0,0,0,0,0,0,0,0
7467,jackpot,montepremi,1,0,0,1,0,0,1,0,1,0
7468,monumental,monumentale,0,0,0,0,0,0,0,0,0,0
7469,monument,monumento,1,0,0,0,0,0,0,0,0,0
7470,arrears,mora,0,1,0,0,0,0,0,0,0,0
7471,blackberry,mora,0,0,0,0,0,0,0,0,0,0
7472,moral,morale,1,0,1,0,0,0,0,0,0,1
7473,morals,morale,1,0,1,1,1,0,1,0,1,1
7474,morality,moralità,1,0,0,0,0,0,0,0,0,1
7475,softness,morbidezza,0,0,0,0,0,0,0,0,0,0
7476,morbid,morbido,0,1,0,0,0,0,0,1,0,0
7477,measles,morbillo,0,1,0,0,1,1,0,1,0,0
7478,morbidity,morbosità,0,1,1,0,1,1,0,1,0,0
7479,dying,morente,0,1,1,0,1,1,0,1,0,0
7480,moribund,moribondo,0,1,0,0,0,0,0,1,0,0
7481,die,morire,0,1,0,0,0,1,0,1,0,0
7482,murmur,mormorio,0,0,0,0,0,0,0,0,0,0
7483,clamp,morsetto,0,0,0,0,0,0,0,0,0,0
7484,bite,morso,0,1,0,0,0,0,0,0,0,0
7485,mortar,mortaio,1,0,0,0,0,0,0,0,0,0
7486,deadly,mortale,0,1,1,0,1,1,0,1,0,0
7487,mortal,mortale,0,1,0,0,0,0,0,0,0,0
7488,mortality,mortalità,0,1,1,0,0,1,0,1,0,0
7489,death,morte,0,1,1,1,1,1,0,1,1,0
7490,demise,morte,0,1,0,0,0,1,0,1,0,0
7491,mortification,mortificazione,0,1,0,1,1,1,0,1,0,0
7492,mortuary,mortuario,0,1,0,0,0,1,0,1,0,0
7493,gnat,moscerino,0,0,0,0,0,0,0,0,0,0
7494,mosque,moschea,0,0,1,0,0,0,0,0,0,0
7495,musket,moschetto,0,0,0,0,0,1,0,0,0,0
7496,move,mossa,0,0,0,0,0,0,0,0,0,0
7497,exhibit,mostra,0,0,0,0,0,0,0,0,0,0
7498,exhibition,mostra,0,0,0,0,0,0,0,0,0,0
7499,showing,mostrando,0,0,0,0,0,0,0,0,0,0
7500,fiend,mostro,0,1,1,0,1,1,0,0,0,0
7501,freak,mostro,0,0,0,0,0,0,0,0,0,0
7502,monster,mostro,0,1,0,0,0,1,0,0,0,0
7503,monstrosity,mostruosità,0,1,1,0,1,1,0,0,1,0
7504,reasons,motivi,0,0,0,0,0,0,0,0,0,0
7505,grounds,motivo,0,0,0,0,0,0,0,0,0,0
7506,reason,motivo,1,0,0,0,0,0,0,0,0,0
7507,motorbike,motocicletta,0,0,0,0,0,0,0,0,0,0
7508,motorcycle,motocicletta,0,0,0,0,0,0,0,0,0,0
7509,engine,motore,0,0,0,0,0,0,0,0,0,0
7510,motor,motore,0,0,0,0,0,0,0,0,0,0
7511,mover,motore,1,0,0,0,0,0,0,0,0,0
7512,motte,motte,0,0,0,0,0,0,0,0,0,0
7513,motive,movente,1,0,0,0,0,0,0,0,0,0
7514,eventful,movimentato,0,0,0,0,0,0,0,0,0,0
7515,movement,movimento,0,0,0,0,0,0,0,0,0,0
7516,motion,mozione,0,0,0,1,0,0,0,0,0,0
7517,butt,mozzicone,0,1,0,0,0,0,0,0,0,0
7518,hub,mozzo,0,0,0,0,0,0,0,0,0,0
7519,cow,mucca,0,0,0,0,0,0,0,0,0,0
7520,heap,mucchio,0,0,0,0,0,0,0,0,0,0
7521,pile,mucchio,0,0,0,0,0,0,0,0,0,0
7522,mucus,muco,0,0,0,0,1,0,0,0,0,0
7523,mucous,mucoso,0,0,0,0,1,0,0,0,0,0
7524,mold,muffa,0,0,0,0,0,0,0,0,0,0
7525,moo,muggito,0,0,0,0,0,0,0,0,0,0
7526,whirlpool,mulinello,0,0,0,0,0,1,0,0,0,0
7527,mill,mulino,0,0,0,1,0,0,0,0,0,0
7528,mule,mulo,0,1,1,0,0,0,0,0,0,1
7529,multiple,multiplo,0,0,0,0,0,0,0,0,0,0
7530,bountiful,munifico,1,0,0,1,0,0,1,0,0,0
7531,budge,muoversi,0,0,0,0,0,0,0,0,0,0
7532,mason,muratore,0,0,0,0,0,0,0,0,0,0
7533,wall,muro,0,0,0,0,0,0,0,0,0,0
7534,muse,musa,0,0,0,0,0,0,0,0,0,0
7535,moss,muschio,0,0,0,0,0,0,0,0,0,0
7536,muscular,muscolare,1,0,0,0,0,0,0,0,0,0
7537,muscle,muscolo,0,0,0,0,0,0,0,0,0,0
7538,museum,Museo,0,0,0,0,0,0,0,0,0,0
7539,music,musica,1,0,0,0,0,0,1,1,0,0
7540,musical,musicale,1,0,1,1,0,0,1,1,1,1
7541,musician,musicista,0,0,0,0,0,0,0,0,0,0
7542,muss,muss,0,1,0,0,0,0,0,0,0,0
7543,bronco,mustang,0,0,0,0,0,0,0,0,0,0
7544,mustang,mustang,0,0,0,0,0,0,0,0,0,0
7545,knickers,mutande,0,0,0,0,0,0,0,0,0,1
7546,underpants,mutande,0,0,0,0,0,0,0,0,0,0
7547,panties,mutandine,0,0,0,0,0,0,0,0,0,0
7548,mutant,mutante,0,1,0,0,0,0,0,0,0,0
7549,mutation,mutazione,0,0,0,0,0,0,0,0,0,0
7550,changeable,mutevole,0,0,0,1,0,0,0,0,1,0
7551,changing,mutevole,0,0,0,0,0,0,0,0,0,0
7552,mercurial,mutevole,0,0,0,0,0,0,0,0,0,0
7553,mutable,mutevole,1,0,0,1,0,0,0,0,0,0
7554,mutilated,mutilato,0,1,0,0,1,0,0,0,0,0
7555,mutilation,mutilazione,0,1,1,0,1,1,0,1,0,0
7556,dumb,muto,0,1,0,0,0,0,0,0,0,0
7557,borrower,mutuatario,0,1,0,0,0,0,0,0,0,0
7558,mortgage,mutuo,0,0,0,0,0,1,0,0,0,0
7559,mutual,mutuo,1,0,0,0,0,0,0,0,0,0
7560,dwarf,nano,0,0,0,0,0,0,0,0,0,0
7561,narcotic,narcotico,0,1,0,0,0,0,0,0,0,0
7562,nostril,narice,0,0,0,0,0,0,0,0,0,0
7563,fiction,narrativa,0,0,0,0,0,0,0,0,0,0
7564,nascent,nascente,0,0,0,1,0,0,0,0,0,0
7565,birth,nascita,1,0,0,1,0,1,1,0,0,1
7566,conceal,nascondere,0,1,0,0,0,0,0,1,0,0
7567,hide,nascondere,0,0,0,0,0,1,0,0,0,0
7568,cache,nascondiglio,0,0,0,0,0,0,0,0,0,0
7569,concealed,nascosto,0,1,0,1,0,1,0,0,1,0
7570,covert,nascosto,0,0,0,0,0,0,0,0,0,0
7571,hidden,nascosto,0,1,0,0,0,0,0,0,0,0
7572,sneaking,nascosto,0,1,0,1,0,1,0,0,0,1
7573,nose,naso,0,0,0,0,1,0,0,0,0,0
7574,ribbon,nastro,1,0,1,1,0,0,1,0,0,0
7575,tape,nastro,0,0,0,0,0,0,0,0,0,0
7576,buttock,natica,0,0,0,0,0,0,0,0,0,0
7577,native,nativo,0,0,0,0,0,0,0,0,0,0
7578,wen,natta,0,1,0,0,0,0,0,0,0,0
7579,nature,natura,0,0,0,0,0,0,0,0,0,0
7580,nausea,nausea,0,1,0,0,1,0,0,0,0,0
7581,nauseous,nauseante,0,1,0,0,1,0,0,1,0,0
7582,naval,navale,0,0,0,0,0,0,0,0,0,0
7583,ship,nave,0,0,0,1,0,0,0,0,0,0
7584,vessel,nave,0,0,0,0,0,0,0,0,0,0
7585,flagship,nave ammiraglia,0,0,0,0,0,0,0,0,0,1
7586,shuttle,navetta,0,0,0,0,0,0,0,0,0,0
7587,navigate,navigare,0,0,0,0,0,0,0,0,0,0
7588,navigator,navigatore,0,0,0,1,0,0,0,0,0,1
7589,navigation,navigazione,0,0,0,0,0,0,0,0,0,0
7590,nationality,nazionalità,0,0,0,0,0,0,0,0,0,0
7591,country,nazione,0,0,0,0,0,0,0,0,0,0
7592,nation,nazione,0,0,0,0,0,0,0,0,0,1
7593,fog,nebbia,0,0,0,0,0,0,0,0,0,0
7594,foggy,nebbioso,0,0,0,0,0,0,0,0,0,0
7595,hazy,nebbioso,0,0,0,0,0,0,0,0,0,0
7596,misty,nebbioso,0,0,0,0,0,0,0,0,0,0
7597,prerequisite,necessario,0,0,0,1,0,0,0,0,0,0
7598,necessity,necessità,0,0,0,0,0,0,0,1,0,0
7599,denying,negando,0,1,0,1,0,0,0,0,0,0
7600,deny,negare,0,1,1,0,0,0,0,0,0,0
7601,negative,negativo,0,1,0,0,0,0,0,1,0,0
7602,denied,negato,0,1,0,0,0,0,0,1,0,0
7603,negation,negazione,0,1,1,0,0,0,0,0,0,0
7604,lax,negligente,0,1,0,0,0,0,0,1,0,0
7605,negligent,negligente,0,1,0,0,0,0,0,0,0,0
7606,negligence,negligenza,0,1,0,0,0,0,0,0,0,0
7607,negotiate,negoziare,1,0,0,0,0,0,0,0,0,1
7608,trading,negoziazione,0,0,0,0,0,0,0,0,0,0
7609,shop,negozio,0,0,0,0,0,0,0,0,0,0
7610,store,negozio,1,0,0,1,0,0,0,0,0,0
7611,negro,negro,0,1,0,0,0,0,0,1,0,0
7612,incase,nel caso,0,1,1,0,1,1,0,1,0,0
7613,inland,nell'entroterra,0,0,0,0,0,0,0,0,0,0
7614,enemy,nemico,0,1,1,0,1,1,0,0,0,0
7615,foe,nemico,0,1,1,0,0,1,0,0,0,0
7616,newborn,neonato,0,0,0,0,0,0,0,0,0,0
7617,neoprene,neoprene,0,0,0,0,0,0,0,0,0,0
7618,nepotism,nepotismo,0,1,1,0,1,0,0,1,0,0
7619,black,nero,0,1,0,0,0,0,0,1,0,0
7620,sepia,nero di seppia,0,0,0,0,0,0,0,0,0,0
7621,nervousness,nervosismo,0,0,0,0,0,1,0,0,0,0
7622,nervous,nervoso,0,1,0,1,0,1,0,0,0,0
7623,ness,ness,0,0,0,0,0,0,0,0,0,0
7624,net,netto,0,0,0,0,0,0,0,0,0,0
7625,neurology,neurologia,0,0,0,0,0,0,0,0,0,0
7626,neurosis,neurosi,0,1,0,0,0,1,0,1,0,0
7627,neurotic,neurotico,0,1,0,0,1,1,0,0,0,0
7628,snow,neve,0,0,0,0,0,0,0,0,0,0
7629,snowy,nevoso,0,0,0,0,0,0,0,0,0,0
7630,neuralgia,nevralgia,0,1,0,0,0,1,0,1,0,0
7631,niche,nicchia,0,0,0,0,0,0,0,0,0,0
7632,nickel,nichel,0,0,0,0,0,0,0,0,0,0
7633,nicotine,nicotina,0,1,0,0,1,0,0,0,0,0
7634,brood,nidiata,0,0,0,0,0,0,0,0,0,0
7635,nest,nido,0,0,0,0,0,0,0,0,0,1
7636,nigger,nigger,0,1,0,0,0,0,0,0,0,0
7637,lullaby,ninnananna,0,0,0,0,0,0,0,0,0,0
7638,nephew,nipote,0,0,0,0,0,0,0,0,0,0
7639,niece,nipote,0,0,0,0,0,0,0,0,0,0
7640,grandchildren,nipoti,1,0,0,1,0,0,1,0,0,1
7641,nay,no,0,1,0,0,0,0,0,0,0,0
7642,noble,nobile,1,0,0,0,0,0,0,0,0,1
7643,nobility,nobiltà,1,0,0,1,0,0,0,0,0,1
7644,nobleman,nobiluomo,1,0,0,0,0,0,0,0,0,1
7645,knuckle,nocca,0,0,0,0,0,0,0,0,0,0
7646,nuts,noccioline,0,0,0,0,0,0,0,0,0,0
7647,gist,nocciolo,0,0,0,0,0,0,0,0,0,0
7648,kernel,nocciolo,0,0,0,0,0,0,0,0,0,0
7649,walnut,noce,0,0,0,0,0,0,0,0,0,0
7650,hurtful,nocivo,0,1,1,0,1,1,0,1,0,0
7651,knot,nodo,0,0,0,0,0,0,0,0,0,0
7652,node,nodo,0,0,0,0,0,0,0,0,0,0
7653,boredom,noia,0,1,0,0,0,0,0,1,0,0
7654,boring,noioso,0,1,0,0,0,0,0,0,0,0
7655,dull,noioso,0,1,0,0,0,0,0,1,0,0
7656,tedious,noioso,0,1,0,0,0,0,0,0,0,0
7657,rental,noleggio,0,0,0,0,0,0,0,0,0,0
7658,nomad,nomade,0,0,0,0,0,0,0,0,0,0
7659,nomination,nomina,1,0,0,0,0,0,0,0,0,0
7660,nominal,nominale,0,0,0,0,0,0,0,0,0,0
7661,titular,nominale,0,0,0,0,0,0,0,0,0,0
7662,appoint,nominare,0,0,0,0,0,0,0,0,0,0
7663,inconspicuous,non appariscente,0,0,0,0,0,0,0,0,0,0
7664,disbelieve,non credere,0,1,0,0,0,0,0,0,0,0
7665,undisclosed,Non dichiarato,0,0,0,1,0,0,0,0,0,0
7666,inelastic,non elastico,0,0,0,0,0,0,0,0,0,0
